,date,hour,type,通州
130782,20161009,23,PM2.5,54.0
130788,20161010,0,PCA,-15.24746883769353
130788,20161010,0,PM2.5,59.0
130794,20161010,1,PCA,-11.765297541240288
130794,20161010,1,PM2.5,64.0
130800,20161010,2,PCA,-8.78740614673557
130800,20161010,2,PM2.5,70.0
130806,20161010,3,PCA,-9.35171344352737
130806,20161010,3,PM2.5,72.0
130812,20161010,4,PCA,-7.174228589606167
130812,20161010,4,PM2.5,75.0
130818,20161010,5,PCA,-3.698782501982072
130818,20161010,5,PM2.5,79.0
130824,20161010,6,PCA,0.45003227203147383
130824,20161010,6,PM2.5,86.0
130830,20161010,7,PCA,2.0374203782427256
130830,20161010,7,PM2.5,87.0
130836,20161010,8,PCA,-8.56231263651942
130836,20161010,8,PM2.5,72.0
130842,20161010,9,PCA,-9.549292920249785
130842,20161010,9,PM2.5,66.0
130848,20161010,10,PCA,7.176429582379326
130848,20161010,10,PM2.5,85.0
130854,20161010,11,PCA,20.446349988772848
130854,20161010,11,PM2.5,102.0
130878,20161010,15,PCA,11.922915470400408
130878,20161010,15,PM2.5,105.0
130884,20161010,16,PCA,14.510346488568992
130884,20161010,16,PM2.5,113.0
130890,20161010,17,PCA,24.174121151419126
130890,20161010,17,PM2.5,121.0
130896,20161010,18,PCA,37.39087361402651
130896,20161010,18,PM2.5,122.0
130902,20161010,19,PCA,47.46288189836453
130902,20161010,19,PM2.5,123.0
130908,20161010,20,PCA,53.22250103719258
130908,20161010,20,PM2.5,130.0
130914,20161010,21,PCA,79.66712086704418
130914,20161010,21,PM2.5,153.0
130920,20161010,22,PCA,92.19182239599807
130920,20161010,22,PM2.5,166.0
130926,20161010,23,PCA,97.31058631082435
130926,20161010,23,PM2.5,169.0
130932,20161011,0,PCA,103.67102241397507
130932,20161011,0,PM2.5,175.0
130938,20161011,1,PCA,101.5413248238274
130938,20161011,1,PM2.5,168.0
130944,20161011,2,PCA,103.87555245162136
130944,20161011,2,PM2.5,163.0
130950,20161011,3,PCA,94.09354240030369
130950,20161011,3,PM2.5,147.0
130956,20161011,4,PCA,90.5566772180397
130956,20161011,4,PM2.5,138.0
130962,20161011,5,PCA,100.31370173015476
130962,20161011,5,PM2.5,148.0
130968,20161011,6,PCA,96.02097794221372
130968,20161011,6,PM2.5,140.0
130974,20161011,7,PCA,93.65594966455393
130974,20161011,7,PM2.5,136.0
130980,20161011,8,PCA,92.25397645265609
130980,20161011,8,PM2.5,132.0
130986,20161011,9,PCA,105.14194392421952
130986,20161011,9,PM2.5,144.0
130992,20161011,10,PCA,119.36962048089184
130992,20161011,10,PM2.5,159.0
130998,20161011,11,PCA,116.93961689631237
130998,20161011,11,PM2.5,158.0
131004,20161011,12,PCA,121.01017487140271
131004,20161011,12,PM2.5,160.0
131010,20161011,13,PCA,127.55959286716767
131010,20161011,13,PM2.5,168.0
131016,20161011,14,PCA,129.60264112718383
131016,20161011,14,PM2.5,169.0
131022,20161011,15,PCA,107.15246119768447
131022,20161011,15,PM2.5,142.0
131028,20161011,16,PCA,79.99648014777722
131028,20161011,16,PM2.5,109.0
131034,20161011,17,PCA,64.97841983884645
131034,20161011,17,PM2.5,88.0
131040,20161011,18,PCA,57.3786267602687
131040,20161011,18,PM2.5,75.0
131046,20161011,19,PCA,56.30255332489687
131046,20161011,19,PM2.5,63.0
131052,20161011,20,PCA,53.58236402122616
131052,20161011,20,PM2.5,58.0
131058,20161011,21,PCA,47.59493341853606
131058,20161011,21,PM2.5,54.0
131064,20161011,22,PCA,41.82218850680078
131064,20161011,22,PM2.5,52.0
131070,20161011,23,PCA,36.704414904962995
131070,20161011,23,PM2.5,52.0
131076,20161012,0,PCA,28.77052532390168
131076,20161012,0,PM2.5,50.0
131082,20161012,1,PCA,12.7875365541566
131082,20161012,1,PM2.5,41.0
131088,20161012,2,PCA,9.404540352744313
131088,20161012,2,PM2.5,41.0
131094,20161012,3,PCA,15.95642879857388
131094,20161012,3,PM2.5,50.0
131100,20161012,4,PCA,16.63723550256574
131100,20161012,4,PM2.5,55.0
131106,20161012,5,PCA,15.307879014735226
131106,20161012,5,PM2.5,58.0
131112,20161012,6,PCA,12.147567298442294
131112,20161012,6,PM2.5,57.0
131118,20161012,7,PCA,12.757356419823251
131118,20161012,7,PM2.5,58.0
131124,20161012,8,PCA,11.212031899248585
131124,20161012,8,PM2.5,58.0
131130,20161012,9,PCA,11.142531472599545
131130,20161012,9,PM2.5,62.0
131136,20161012,10,PCA,9.825785550319308
131136,20161012,10,PM2.5,67.0
131142,20161012,11,PCA,6.894912844955506
131142,20161012,11,PM2.5,68.0
131148,20161012,12,PCA,1.2180992558253918
131148,20161012,12,PM2.5,71.0
131154,20161012,13,PCA,-10.453324373941927
131154,20161012,13,PM2.5,71.0
131160,20161012,14,PCA,-22.28939244530004
131160,20161012,14,PM2.5,71.0
131166,20161012,15,PCA,-29.441470177696477
131166,20161012,15,PM2.5,69.0
131172,20161012,16,PCA,-30.723369541083397
131172,20161012,16,PM2.5,67.0
131178,20161012,17,PCA,-23.718104664446912
131178,20161012,17,PM2.5,72.0
131184,20161012,18,PCA,-11.764052326488248
131184,20161012,18,PM2.5,78.0
131190,20161012,19,PCA,2.114819458080656
131190,20161012,19,PM2.5,87.0
131196,20161012,20,PCA,17.569216903132702
131196,20161012,20,PM2.5,100.0
131202,20161012,21,PCA,33.212037799695764
131202,20161012,21,PM2.5,118.0
131208,20161012,22,PCA,45.217138608228886
131208,20161012,22,PM2.5,128.0
131214,20161012,23,PCA,56.7960230886021
131214,20161012,23,PM2.5,136.0
131220,20161013,0,PCA,59.11008892447774
131220,20161013,0,PM2.5,135.0
131226,20161013,1,PCA,58.780862934567125
131226,20161013,1,PM2.5,132.0
131232,20161013,2,PCA,50.402728034038034
131232,20161013,2,PM2.5,119.0
131238,20161013,3,PCA,44.12209265007668
131238,20161013,3,PM2.5,108.0
131244,20161013,4,PCA,39.20852313933443
131244,20161013,4,PM2.5,102.0
131250,20161013,5,PCA,45.511807779389784
131250,20161013,5,PM2.5,107.0
131256,20161013,6,PCA,58.02376509757039
131256,20161013,6,PM2.5,123.0
131262,20161013,7,PCA,54.770988114580014
131262,20161013,7,PM2.5,117.0
131268,20161013,8,PCA,56.599400939083054
131268,20161013,8,PM2.5,116.0
131274,20161013,9,PCA,75.9188836714793
131274,20161013,9,PM2.5,135.0
131280,20161013,10,PCA,95.35012855749058
131280,20161013,10,PM2.5,149.0
131286,20161013,11,PCA,103.16919740057564
131286,20161013,11,PM2.5,161.0
131292,20161013,12,PCA,109.71503752810025
131292,20161013,12,PM2.5,168.0
131298,20161013,13,PCA,111.14244416611818
131298,20161013,13,PM2.5,179.0
131304,20161013,14,PCA,112.42230766398482
131304,20161013,14,PM2.5,181.0
131310,20161013,15,PCA,120.1555537312564
131310,20161013,15,PM2.5,187.0
131316,20161013,16,PCA,122.93302762151252
131316,20161013,16,PM2.5,194.0
131322,20161013,17,PCA,127.617523391604
131322,20161013,17,PM2.5,195.0
131328,20161013,18,PCA,147.8782706646729
131328,20161013,18,PM2.5,201.0
131334,20161013,19,PCA,180.77675745026212
131334,20161013,19,PM2.5,224.0
131340,20161013,20,PCA,221.57382208016742
131340,20161013,20,PM2.5,252.0
131346,20161013,21,PCA,238.68946996897432
131346,20161013,21,PM2.5,270.0
131352,20161013,22,PCA,246.84304892271663
131352,20161013,22,PM2.5,279.0
131358,20161013,23,PCA,250.03094333077186
131358,20161013,23,PM2.5,281.0
131364,20161014,0,PCA,256.55529135815027
131364,20161014,0,PM2.5,290.0
131370,20161014,1,PCA,256.5475927263745
131370,20161014,1,PM2.5,289.0
131376,20161014,2,PCA,258.3820392132935
131376,20161014,2,PM2.5,287.0
131382,20161014,3,PCA,260.4394442886518
131382,20161014,3,PM2.5,285.0
131388,20161014,4,PCA,256.43031586481106
131388,20161014,4,PM2.5,275.0
131394,20161014,5,PCA,257.6664405189081
131394,20161014,5,PM2.5,271.0
131400,20161014,6,PCA,260.33795763319097
131400,20161014,6,PM2.5,267.0
131406,20161014,7,PCA,255.49757200299314
131406,20161014,7,PM2.5,252.0
131412,20161014,8,PCA,281.8163695653279
131412,20161014,8,PM2.5,283.0
131418,20161014,9,PCA,293.37348474550936
131418,20161014,9,PM2.5,293.0
131424,20161014,10,PCA,275.9589587705005
131424,20161014,10,PM2.5,261.0
131430,20161014,11,PCA,290.11730478400455
131430,20161014,11,PM2.5,273.0
131436,20161014,12,PCA,351.11393166129915
131436,20161014,12,PM2.5,351.0
131442,20161014,13,PCA,368.0535920811036
131442,20161014,13,PM2.5,368.0
131448,20161014,14,PCA,349.64158718336824
131448,20161014,14,PM2.5,350.0
131454,20161014,15,PCA,313.5701695176119
131454,20161014,15,PM2.5,312.0
131460,20161014,16,PCA,218.4247478818889
131460,20161014,16,PM2.5,182.0
131466,20161014,17,PCA,204.6968384814189
131466,20161014,17,PM2.5,158.0
131472,20161014,18,PCA,225.13203907159755
131472,20161014,18,PM2.5,156.0
131478,20161014,19,PCA,243.23747023416493
131478,20161014,19,PM2.5,166.0
131484,20161014,20,PCA,253.24953709222405
131484,20161014,20,PM2.5,187.0
131490,20161014,21,PCA,249.82215192183043
131490,20161014,21,PM2.5,194.0
131496,20161014,22,PCA,246.13830835446402
131496,20161014,22,PM2.5,195.0
131502,20161014,23,PCA,205.69603782809733
131502,20161014,23,PM2.5,145.0
131508,20161015,0,PCA,169.03965085828273
131508,20161015,0,PM2.5,102.0
131514,20161015,1,PCA,152.1868207509277
131514,20161015,1,PM2.5,89.0
131520,20161015,2,PCA,143.80650697468886
131520,20161015,2,PM2.5,87.0
131526,20161015,3,PCA,133.8981306825127
131526,20161015,3,PM2.5,83.0
131532,20161015,4,PCA,128.94516895080133
131532,20161015,4,PM2.5,84.0
131538,20161015,5,PCA,120.46339825571661
131538,20161015,5,PM2.5,81.0
131544,20161015,6,PCA,120.37644726545749
131544,20161015,6,PM2.5,90.0
131550,20161015,7,PCA,128.13078108849868
131550,20161015,7,PM2.5,108.0
131556,20161015,8,PCA,130.8225588518832
131556,20161015,8,PM2.5,117.0
131562,20161015,9,PCA,136.37195886451414
131562,20161015,9,PM2.5,130.0
131568,20161015,10,PCA,141.23656113221224
131568,20161015,10,PM2.5,138.0
131574,20161015,11,PCA,140.29775718909664
131574,20161015,11,PM2.5,139.0
131580,20161015,12,PCA,147.50087401673304
131580,20161015,12,PM2.5,155.0
131586,20161015,13,PCA,160.8944093317097
131586,20161015,13,PM2.5,178.0
131592,20161015,14,PCA,157.66550884070392
131592,20161015,14,PM2.5,182.0
131598,20161015,15,PCA,148.3469748374916
131598,20161015,15,PM2.5,176.0
131604,20161015,16,PCA,146.0371543212025
131604,20161015,16,PM2.5,173.0
131610,20161015,17,PCA,146.91907846543623
131610,20161015,17,PM2.5,174.0
131616,20161015,18,PCA,143.2101352262947
131616,20161015,18,PM2.5,168.0
131622,20161015,19,PCA,145.71655658632116
131622,20161015,19,PM2.5,172.0
131628,20161015,20,PCA,137.55931794416622
131628,20161015,20,PM2.5,164.0
131634,20161015,21,PCA,126.92581219673012
131634,20161015,21,PM2.5,152.0
131640,20161015,22,PCA,127.72325754262522
131640,20161015,22,PM2.5,159.0
131646,20161015,23,PCA,124.16512665939317
131646,20161015,23,PM2.5,155.0
131652,20161016,0,PCA,97.97319098823635
131652,20161016,0,PM2.5,125.0
131658,20161016,1,PCA,83.09470111379717
131658,20161016,1,PM2.5,101.0
131664,20161016,2,PCA,92.1646299748553
131664,20161016,2,PM2.5,107.0
131670,20161016,3,PCA,107.5239809634832
131670,20161016,3,PM2.5,129.0
131676,20161016,4,PCA,115.06908882265391
131676,20161016,4,PM2.5,139.0
131682,20161016,5,PCA,121.4243422255896
131682,20161016,5,PM2.5,145.0
131688,20161016,6,PCA,121.17018532699268
131688,20161016,6,PM2.5,141.0
131694,20161016,7,PCA,118.32958086595484
131694,20161016,7,PM2.5,135.0
131700,20161016,8,PCA,109.2708425969628
131700,20161016,8,PM2.5,126.0
131706,20161016,9,PCA,106.08024178334202
131706,20161016,9,PM2.5,124.0
131712,20161016,10,PCA,100.23943898656503
131712,20161016,10,PM2.5,121.0
131718,20161016,11,PCA,88.27060378320057
131718,20161016,11,PM2.5,115.0
131724,20161016,12,PCA,73.44259356381927
131724,20161016,12,PM2.5,106.0
131730,20161016,13,PCA,68.51994038265309
131730,20161016,13,PM2.5,103.0
131736,20161016,14,PCA,59.593220514062004
131736,20161016,14,PM2.5,97.0
131742,20161016,15,PCA,41.451365257746815
131742,20161016,15,PM2.5,80.0
131748,20161016,16,PCA,30.670641956897494
131748,20161016,16,PM2.5,71.0
131754,20161016,17,PCA,27.977110229940525
131754,20161016,17,PM2.5,69.0
131760,20161016,18,PCA,33.58229376676993
131760,20161016,18,PM2.5,73.0
131766,20161016,19,PCA,40.224387563654474
131766,20161016,19,PM2.5,78.0
131772,20161016,20,PCA,55.359535097475174
131772,20161016,20,PM2.5,89.0
131778,20161016,21,PCA,61.94657256925566
131778,20161016,21,PM2.5,95.0
131784,20161016,22,PCA,66.33298480368461
131784,20161016,22,PM2.5,105.0
131790,20161016,23,PCA,69.40860095299495
131790,20161016,23,PM2.5,115.0
131796,20161017,0,PCA,67.40329000663205
131796,20161017,0,PM2.5,116.0
131802,20161017,1,PCA,71.17730157697214
131802,20161017,1,PM2.5,124.0
131808,20161017,2,PCA,69.26997885912154
131808,20161017,2,PM2.5,122.0
131814,20161017,3,PCA,60.526827381435766
131814,20161017,3,PM2.5,110.0
131820,20161017,4,PCA,52.03664698307467
131820,20161017,4,PM2.5,101.0
131826,20161017,5,PCA,50.331991251441444
131826,20161017,5,PM2.5,101.0
131832,20161017,6,PCA,42.31774052084413
131832,20161017,6,PM2.5,95.0
131838,20161017,7,PCA,34.147271780053806
131838,20161017,7,PM2.5,86.0
131844,20161017,8,PCA,21.88709972192556
131844,20161017,8,PM2.5,72.0
131850,20161017,9,PCA,26.120249390898447
131850,20161017,9,PM2.5,80.0
131856,20161017,10,PCA,23.92345381549047
131856,20161017,10,PM2.5,80.0
131862,20161017,11,PCA,1.582031434861308
131862,20161017,11,PM2.5,59.0
131868,20161017,12,PCA,-30.103254432084704
131868,20161017,12,PM2.5,27.0
131874,20161017,13,PCA,-36.9582487226175
131874,20161017,13,PM2.5,23.0
131880,20161017,14,PCA,-37.708184263291045
131880,20161017,14,PM2.5,28.0
131886,20161017,15,PCA,-36.64039305635101
131886,20161017,15,PM2.5,38.0
131892,20161017,16,PCA,-28.912537791534792
131892,20161017,16,PM2.5,48.0
131898,20161017,17,PCA,-31.06998210566799
131898,20161017,17,PM2.5,40.0
131904,20161017,18,PCA,-26.931199151167398
131904,20161017,18,PM2.5,33.0
131910,20161017,19,PCA,-12.099840845439221
131910,20161017,19,PM2.5,35.0
131916,20161017,20,PCA,-1.208102763300281
131916,20161017,20,PM2.5,54.0
131922,20161017,21,PCA,-0.1874386202683974
131922,20161017,21,PM2.5,60.0
131928,20161017,22,PCA,3.387114159500629
131928,20161017,22,PM2.5,65.0
131934,20161017,23,PCA,5.362839712298131
131934,20161017,23,PM2.5,71.0
131940,20161018,0,PCA,0.3747827128987412
131940,20161018,0,PM2.5,70.0
131946,20161018,1,PCA,-14.370791633788878
131946,20161018,1,PM2.5,54.0
131952,20161018,2,PCA,-24.821368141944415
131952,20161018,2,PM2.5,45.0
131958,20161018,3,PCA,-28.965809520999244
131958,20161018,3,PM2.5,42.0
131964,20161018,4,PCA,-29.10065761038513
131964,20161018,4,PM2.5,42.0
131970,20161018,5,PCA,-28.594631848454714
131970,20161018,5,PM2.5,45.0
131976,20161018,6,PCA,-26.311171711913115
131976,20161018,6,PM2.5,49.0
131982,20161018,7,PCA,-22.59092410454369
131982,20161018,7,PM2.5,56.0
131988,20161018,8,PCA,-22.709986930055972
131988,20161018,8,PM2.5,57.0
131994,20161018,9,PCA,-21.215078315541014
131994,20161018,9,PM2.5,59.0
132000,20161018,10,PCA,-15.407266213865896
132000,20161018,10,PM2.5,66.0
132006,20161018,11,PCA,-11.093958029052434
132006,20161018,11,PM2.5,71.0
132012,20161018,12,PCA,-3.8973417039527365
132012,20161018,12,PM2.5,79.0
132018,20161018,13,PCA,4.963124194268018
132018,20161018,13,PM2.5,90.0
132024,20161018,14,PCA,19.59541611647287
132024,20161018,14,PM2.5,108.0
132030,20161018,15,PCA,31.339147778021395
132030,20161018,15,PM2.5,121.0
132036,20161018,16,PCA,43.86896466973078
132036,20161018,16,PM2.5,133.0
132042,20161018,17,PCA,58.83555360354621
132042,20161018,17,PM2.5,147.0
132048,20161018,18,PCA,64.31365804966374
132048,20161018,18,PM2.5,144.0
132054,20161018,19,PCA,63.73860367422372
132054,20161018,19,PM2.5,139.0
132060,20161018,20,PCA,66.59366822907542
132060,20161018,20,PM2.5,141.0
132066,20161018,21,PCA,73.21705977392119
132066,20161018,21,PM2.5,148.0
132072,20161018,22,PCA,76.90505378217772
132072,20161018,22,PM2.5,150.0
132078,20161018,23,PCA,75.2879090815132
132078,20161018,23,PM2.5,144.0
132084,20161019,0,PCA,71.27871345213622
132084,20161019,0,PM2.5,136.0
132090,20161019,1,PCA,72.66163937203983
132090,20161019,1,PM2.5,135.0
132096,20161019,2,PCA,76.76948560712351
132096,20161019,2,PM2.5,137.0
132102,20161019,3,PCA,79.1911725127055
132102,20161019,3,PM2.5,137.0
132108,20161019,4,PCA,87.02216618431238
132108,20161019,4,PM2.5,143.0
132114,20161019,5,PCA,96.58449873889187
132114,20161019,5,PM2.5,152.0
132120,20161019,6,PCA,113.8826111996046
132120,20161019,6,PM2.5,169.0
132126,20161019,7,PCA,128.06733295516162
132126,20161019,7,PM2.5,185.0
132132,20161019,8,PCA,132.99978013058262
132132,20161019,8,PM2.5,185.0
132138,20161019,9,PCA,145.03894224422513
132138,20161019,9,PM2.5,194.0
132144,20161019,10,PCA,179.32755971529159
132144,20161019,10,PM2.5,233.0
132150,20161019,11,PCA,215.71064015803023
132150,20161019,11,PM2.5,273.0
132156,20161019,12,PCA,234.46507610292647
132156,20161019,12,PM2.5,291.0
132162,20161019,13,PCA,238.49621766067497
132162,20161019,13,PM2.5,295.0
132168,20161019,14,PCA,236.75315710919205
132168,20161019,14,PM2.5,299.0
132174,20161019,15,PCA,223.53807377889922
132174,20161019,15,PM2.5,283.0
132180,20161019,16,PCA,213.63778021454542
132180,20161019,16,PM2.5,265.0
132186,20161019,17,PCA,212.8577307738833
132186,20161019,17,PM2.5,252.0
132192,20161019,18,PCA,224.82498473065527
132192,20161019,18,PM2.5,247.0
132198,20161019,19,PCA,243.2138973911109
132198,20161019,19,PM2.5,247.0
132204,20161019,20,PCA,246.9372283543277
132204,20161019,20,PM2.5,249.0
132210,20161019,21,PCA,239.72876117345305
132210,20161019,21,PM2.5,238.0
132216,20161019,22,PCA,235.1445897237992
132216,20161019,22,PM2.5,229.0
132222,20161019,23,PCA,240.557565551057
132222,20161019,23,PM2.5,237.0
132228,20161020,0,PCA,241.0021294801273
132228,20161020,0,PM2.5,235.0
132234,20161020,1,PCA,238.26603016283437
132234,20161020,1,PM2.5,229.0
132240,20161020,2,PCA,258.28360794433524
132240,20161020,2,PM2.5,252.0
132246,20161020,3,PCA,255.00620603393966
132246,20161020,3,PM2.5,250.0
132252,20161020,4,PCA,237.0583531963434
132252,20161020,4,PM2.5,225.0
132258,20161020,5,PCA,229.3904545104022
132258,20161020,5,PM2.5,217.0
132264,20161020,6,PCA,154.44685179834735
132264,20161020,6,PM2.5,123.0
132270,20161020,7,PCA,102.7110630981912
132270,20161020,7,PM2.5,48.0
132276,20161020,8,PCA,95.64373985462271
132276,20161020,8,PM2.5,38.0
132282,20161020,9,PCA,88.83223395720906
132282,20161020,9,PM2.5,35.0
132288,20161020,10,PCA,81.23604278250517
132288,20161020,10,PM2.5,31.0
132294,20161020,11,PCA,76.01655900043497
132294,20161020,11,PM2.5,32.0
132300,20161020,12,PCA,69.40480239465691
132300,20161020,12,PM2.5,32.0
132306,20161020,13,PCA,61.45736184256138
132306,20161020,13,PM2.5,33.0
132312,20161020,14,PCA,51.895280631822274
132312,20161020,14,PM2.5,33.0
132318,20161020,15,PCA,54.579012429889325
132318,20161020,15,PM2.5,35.0
132324,20161020,16,PCA,51.97306133415672
132324,20161020,16,PM2.5,37.0
132330,20161020,17,PCA,45.70756900697158
132330,20161020,17,PM2.5,40.0
132336,20161020,18,PCA,41.12007492475623
132336,20161020,18,PM2.5,44.0
132342,20161020,19,PCA,38.10617639633482
132342,20161020,19,PM2.5,52.0
132348,20161020,20,PCA,22.88181220207796
132348,20161020,20,PM2.5,46.0
132354,20161020,21,PCA,16.160409515173903
132354,20161020,21,PM2.5,47.0
132360,20161020,22,PCA,0.7836108681323665
132360,20161020,22,PM2.5,42.0
132366,20161020,23,PCA,-14.126919252060953
132366,20161020,23,PM2.5,32.0
132372,20161021,0,PCA,-18.404876693181134
132372,20161021,0,PM2.5,31.0
132378,20161021,1,PCA,-21.667138361946726
132378,20161021,1,PM2.5,35.0
132384,20161021,2,PCA,-30.272666059850977
132384,20161021,2,PM2.5,37.0
132390,20161021,3,PCA,-40.008901732255325
132390,20161021,3,PM2.5,35.0
132396,20161021,4,PCA,-39.944867980001696
132396,20161021,4,PM2.5,36.0
132402,20161021,5,PCA,-39.334411317224166
132402,20161021,5,PM2.5,36.0
132408,20161021,6,PCA,-40.41231810390706
132408,20161021,6,PM2.5,37.0
132414,20161021,7,PCA,-32.48110023372873
132414,20161021,7,PM2.5,45.0
132420,20161021,8,PCA,-29.610218024989816
132420,20161021,8,PM2.5,46.0
132426,20161021,9,PCA,-41.50478156635406
132426,20161021,9,PM2.5,43.0
132432,20161021,10,PCA,-43.78456151400939
132432,20161021,10,PM2.5,40.0
132438,20161021,11,PCA,-43.31442823954399
132438,20161021,11,PM2.5,43.0
132444,20161021,12,PCA,-41.33937463045877
132444,20161021,12,PM2.5,45.0
132450,20161021,13,PCA,-37.8739232534116
132450,20161021,13,PM2.5,49.0
132456,20161021,14,PCA,-33.5370453400977
132456,20161021,14,PM2.5,53.0
132462,20161021,15,PCA,-32.6852898557086
132462,20161021,15,PM2.5,52.0
132468,20161021,16,PCA,-26.0265546045309
132468,20161021,16,PM2.5,58.0
132474,20161021,17,PCA,-21.755468809358785
132474,20161021,17,PM2.5,63.0
132480,20161021,18,PCA,-26.22745752387876
132480,20161021,18,PM2.5,63.0
132486,20161021,19,PCA,-34.27719876938373
132486,20161021,19,PM2.5,53.0
132492,20161021,20,PCA,-42.918472638301445
132492,20161021,20,PM2.5,41.0
132498,20161021,21,PCA,-48.60984944944111
132498,20161021,21,PM2.5,33.0
132504,20161021,22,PCA,-49.516448041289
132504,20161021,22,PM2.5,32.0
132510,20161021,23,PCA,-52.23624381683265
132510,20161021,23,PM2.5,29.0
132516,20161022,0,PCA,-53.81504751354413
132516,20161022,0,PM2.5,28.0
132522,20161022,1,PCA,-56.97611477683046
