,date,hour,type,丰台花园
134490,20161104,17,PM2.5,285.0
134496,20161104,18,PCA,303.30706274057553
134496,20161104,18,PM2.5,262.0
134502,20161104,19,PCA,295.7741297617498
134502,20161104,19,PM2.5,252.0
134508,20161104,20,PCA,289.18536149549567
134508,20161104,20,PM2.5,244.0
134514,20161104,21,PCA,284.48859616189435
134514,20161104,21,PM2.5,239.0
134520,20161104,22,PCA,272.78107963879864
134520,20161104,22,PM2.5,224.0
134526,20161104,23,PCA,265.3108630138233
134526,20161104,23,PM2.5,216.0
134532,20161105,0,PCA,270.53168370936686
134532,20161105,0,PM2.5,224.0
134538,20161105,1,PCA,281.66752283564176
134538,20161105,1,PM2.5,238.0
134544,20161105,2,PCA,298.7415196868971
134544,20161105,2,PM2.5,262.0
134550,20161105,3,PCA,300.9457777119918
134550,20161105,3,PM2.5,264.0
134556,20161105,4,PCA,299.167425342123
134556,20161105,4,PM2.5,261.0
134562,20161105,5,PCA,293.95157290766224
134562,20161105,5,PM2.5,253.0
134568,20161105,6,PCA,295.37149348402943
134568,20161105,6,PM2.5,255.0
134574,20161105,7,PCA,289.46913044536973
134574,20161105,7,PM2.5,246.0
134580,20161105,8,PCA,280.7779658395139
134580,20161105,8,PM2.5,233.0
134586,20161105,9,PCA,290.75665060674834
134586,20161105,9,PM2.5,242.0
134592,20161105,10,PCA,291.63816798708314
134592,20161105,10,PM2.5,243.0
134598,20161105,11,PCA,265.75435340577707
134598,20161105,11,PM2.5,220.0
134604,20161105,12,PCA,221.95944347215465
134604,20161105,12,PM2.5,172.0
134610,20161105,13,PCA,226.0708768257273
134610,20161105,13,PM2.5,185.0
134616,20161105,14,PCA,215.90120290420458
134616,20161105,14,PM2.5,185.0
134622,20161105,15,PCA,215.45482887960128
134622,20161105,15,PM2.5,192.0
134628,20161105,16,PCA,218.84960019145967
134628,20161105,16,PM2.5,200.0
134634,20161105,17,PCA,221.58102194929074
134634,20161105,17,PM2.5,198.0
134640,20161105,18,PCA,231.15233870511182
134640,20161105,18,PM2.5,205.0
134646,20161105,19,PCA,228.08718210839933
134646,20161105,19,PM2.5,205.0
134652,20161105,20,PCA,214.97084969058494
134652,20161105,20,PM2.5,187.0
134658,20161105,21,PCA,151.81723418978788
134658,20161105,21,PM2.5,115.0
134664,20161105,22,PCA,153.8573563316269
134664,20161105,22,PM2.5,127.0
134670,20161105,23,PCA,164.795041667985
134670,20161105,23,PM2.5,134.0
134676,20161106,0,PCA,165.77516154779994
134676,20161106,0,PM2.5,138.0
134682,20161106,1,PCA,160.76696243289626
134682,20161106,1,PM2.5,135.0
134688,20161106,2,PCA,133.30921023327127
134688,20161106,2,PM2.5,110.0
134694,20161106,3,PCA,99.30022392480919
134694,20161106,3,PM2.5,79.0
134700,20161106,4,PCA,100.82412574218779
134700,20161106,4,PM2.5,84.0
134706,20161106,5,PCA,85.6402825141064
134706,20161106,5,PM2.5,66.0
134712,20161106,6,PCA,65.69126962131037
134712,20161106,6,PM2.5,52.0
134718,20161106,7,PCA,62.60922450046532
134718,20161106,7,PM2.5,50.0
134724,20161106,8,PCA,60.04262047767031
134724,20161106,8,PM2.5,53.0
134730,20161106,9,PCA,48.79157766943296
134730,20161106,9,PM2.5,54.0
134736,20161106,10,PCA,43.21174607051033
134736,20161106,10,PM2.5,57.0
134742,20161106,11,PCA,34.11685448421967
134742,20161106,11,PM2.5,54.0
134748,20161106,12,PCA,29.41230520083619
134748,20161106,12,PM2.5,56.0
134754,20161106,13,PCA,25.17304042511622
134754,20161106,13,PM2.5,58.0
134760,20161106,14,PCA,9.303850042943019
134760,20161106,14,PM2.5,43.0
134766,20161106,15,PCA,-1.2901810263384643
134766,20161106,15,PM2.5,35.0
134772,20161106,16,PCA,-3.0131268046795494
134772,20161106,16,PM2.5,39.0
134778,20161106,17,PCA,0.7566854202441315
134778,20161106,17,PM2.5,47.0
134784,20161106,18,PCA,3.2688189964127745
134784,20161106,18,PM2.5,56.0
134790,20161106,19,PCA,12.303699941010786
134790,20161106,19,PM2.5,72.0
134796,20161106,20,PCA,38.301793287745966
134796,20161106,20,PM2.5,112.0
134802,20161106,21,PCA,60.41649859073825
134802,20161106,21,PM2.5,137.0
134808,20161106,22,PCA,60.937964445534604
134808,20161106,22,PM2.5,138.0
134814,20161106,23,PCA,57.04087920640212
134814,20161106,23,PM2.5,133.0
134820,20161107,0,PCA,52.08351655390837
134820,20161107,0,PM2.5,127.0
134826,20161107,1,PCA,42.59240826665299
134826,20161107,1,PM2.5,116.0
134832,20161107,2,PCA,41.3211048958769
134832,20161107,2,PM2.5,115.0
134838,20161107,3,PCA,24.412514127478797
134838,20161107,3,PM2.5,90.0
134844,20161107,4,PCA,15.770371686679056
134844,20161107,4,PM2.5,78.0
134850,20161107,5,PCA,11.238184392421182
134850,20161107,5,PM2.5,72.0
134856,20161107,6,PCA,9.493970621845541
134856,20161107,6,PM2.5,70.0
134862,20161107,7,PCA,8.337395081843113
134862,20161107,7,PM2.5,67.0
134868,20161107,8,PCA,15.400729834924482
134868,20161107,8,PM2.5,76.0
134874,20161107,9,PCA,8.648934239749982
134874,20161107,9,PM2.5,67.0
134880,20161107,10,PCA,-18.012598955977946
134880,20161107,10,PM2.5,36.0
134886,20161107,11,PCA,-45.68977806226558
134886,20161107,11,PM2.5,8.0
134892,20161107,12,PCA,-49.364215679989314
134892,20161107,12,PM2.5,6.0
134898,20161107,13,PCA,-53.10152786188972
134898,20161107,13,PM2.5,6.0
134904,20161107,14,PCA,-52.69370493979668
134904,20161107,14,PM2.5,8.0
134910,20161107,15,PCA,-55.11036616224158
134910,20161107,15,PM2.5,6.0
134916,20161107,16,PCA,-54.83627014760244
134916,20161107,16,PM2.5,6.0
134922,20161107,17,PCA,-55.163910527991106
134922,20161107,17,PM2.5,5.0
134928,20161107,18,PCA,-56.07388153695123
134928,20161107,18,PM2.5,3.0
134934,20161107,19,PCA,-52.0419907494853
134934,20161107,19,PM2.5,11.0
134940,20161107,20,PCA,-60.07555328880706
134940,20161107,20,PM2.5,6.0
134946,20161107,21,PCA,-62.20760911273342
134946,20161107,21,PM2.5,8.0
134952,20161107,22,PCA,-65.04960390374058
134952,20161107,22,PM2.5,10.0
134958,20161107,23,PCA,-71.56474918897918
134958,20161107,23,PM2.5,10.0
134964,20161108,0,PCA,-71.53249580899613
134964,20161108,0,PM2.5,11.0
134970,20161108,1,PCA,-70.4651395820044
134970,20161108,1,PM2.5,14.0
134976,20161108,2,PCA,-73.67880800770347
134976,20161108,2,PM2.5,15.0
134982,20161108,3,PCA,-76.2068992493219
134982,20161108,3,PM2.5,15.0
134988,20161108,4,PCA,-73.66609244266866
134988,20161108,4,PM2.5,21.0
134994,20161108,5,PCA,-73.9600464186879
134994,20161108,5,PM2.5,24.0
135000,20161108,6,PCA,-63.29401627136637
135000,20161108,6,PM2.5,33.0
135006,20161108,7,PCA,-59.24832818909789
135006,20161108,7,PM2.5,39.0
135012,20161108,8,PCA,-49.44640341084492
135012,20161108,8,PM2.5,52.0
135018,20161108,9,PCA,-57.71451545555163
135018,20161108,9,PM2.5,38.0
135024,20161108,10,PCA,-70.0309076511083
135024,20161108,10,PM2.5,25.0
135030,20161108,11,PCA,-76.03258405513797
135030,20161108,11,PM2.5,24.0
135036,20161108,12,PCA,-75.99264286403341
135036,20161108,12,PM2.5,26.0
135042,20161108,13,PCA,-74.90394054695707
135042,20161108,13,PM2.5,28.0
135048,20161108,14,PCA,-63.48026857504316
135048,20161108,14,PM2.5,45.0
135054,20161108,15,PCA,-60.66536039426629
135054,20161108,15,PM2.5,47.0
135060,20161108,16,PCA,-47.607946849540745
135060,20161108,16,PM2.5,58.0
135066,20161108,17,PCA,-33.091578132894185
135066,20161108,17,PM2.5,68.0
135072,20161108,18,PCA,-25.748820721365234
135072,20161108,18,PM2.5,67.0
135078,20161108,19,PCA,-17.741057668781483
135078,20161108,19,PM2.5,76.0
135084,20161108,20,PCA,-0.19389446087642284
135084,20161108,20,PM2.5,98.0
135090,20161108,21,PCA,-1.9382059779758296
135090,20161108,21,PM2.5,95.0
135096,20161108,22,PCA,6.3453992927177705
135096,20161108,22,PM2.5,104.0
135102,20161108,23,PCA,6.39835092213381
135102,20161108,23,PM2.5,101.0
135108,20161109,0,PCA,20.848386934761134
135108,20161109,0,PM2.5,116.0
135114,20161109,1,PCA,27.33828955976393
135114,20161109,1,PM2.5,121.0
135120,20161109,2,PCA,45.768574289988756
135120,20161109,2,PM2.5,138.0
135126,20161109,3,PCA,51.055363340474585
135126,20161109,3,PM2.5,139.0
135132,20161109,4,PCA,38.910414974086706
135132,20161109,4,PM2.5,118.0
135138,20161109,5,PCA,29.978261786242903
135138,20161109,5,PM2.5,103.0
135144,20161109,6,PCA,34.35145659254501
135144,20161109,6,PM2.5,106.0
135150,20161109,7,PCA,45.11387498295089
135150,20161109,7,PM2.5,117.0
135156,20161109,8,PCA,57.393679460797806
135156,20161109,8,PM2.5,130.0
135162,20161109,9,PCA,76.64150008655068
135162,20161109,9,PM2.5,147.0
135168,20161109,10,PCA,87.50448540887673
135168,20161109,10,PM2.5,154.0
135174,20161109,11,PCA,76.4939210708154
135174,20161109,11,PM2.5,134.0
135180,20161109,12,PCA,114.87112251277074
135180,20161109,12,PM2.5,177.0
135186,20161109,13,PCA,146.4693905793287
135186,20161109,13,PM2.5,210.0
135192,20161109,14,PCA,145.86335258810277
135192,20161109,14,PM2.5,206.0
135198,20161109,15,PCA,149.73010534142045
135198,20161109,15,PM2.5,207.0
135204,20161109,16,PCA,154.35153650266045
135204,20161109,16,PM2.5,205.0
135210,20161109,17,PCA,170.9027345651189
135210,20161109,17,PM2.5,219.0
135216,20161109,18,PCA,185.71466512554883
135216,20161109,18,PM2.5,230.0
135222,20161109,19,PCA,197.57487216646697
135222,20161109,19,PM2.5,238.0
135228,20161109,20,PCA,200.3671364879639
135228,20161109,20,PM2.5,237.0
135234,20161109,21,PCA,204.49367649093733
135234,20161109,21,PM2.5,236.0
135240,20161109,22,PCA,226.5918400232232
135240,20161109,22,PM2.5,260.0
135246,20161109,23,PCA,220.90571189975
135246,20161109,23,PM2.5,246.0
135252,20161110,0,PCA,230.26616999374616
135252,20161110,0,PM2.5,255.0
135258,20161110,1,PCA,228.1965121232603
135258,20161110,1,PM2.5,248.0
135264,20161110,2,PCA,222.4140764266557
135264,20161110,2,PM2.5,238.0
135270,20161110,3,PCA,200.90205235053554
135270,20161110,3,PM2.5,207.0
135276,20161110,4,PCA,178.44751964887146
135276,20161110,4,PM2.5,174.0
135282,20161110,5,PCA,159.61535125131527
135282,20161110,5,PM2.5,149.0
135288,20161110,6,PCA,156.04118106874958
135288,20161110,6,PM2.5,142.0
135294,20161110,7,PCA,153.09018021614708
135294,20161110,7,PM2.5,137.0
135300,20161110,8,PCA,148.3443927174898
135300,20161110,8,PM2.5,131.0
135306,20161110,9,PCA,149.07790806626247
135306,20161110,9,PM2.5,134.0
135312,20161110,10,PCA,152.33925869980337
135312,20161110,10,PM2.5,140.0
135318,20161110,11,PCA,162.72882170862954
135318,20161110,11,PM2.5,152.0
135324,20161110,12,PCA,191.3218552383218
135324,20161110,12,PM2.5,193.0
135330,20161110,13,PCA,196.55134675725867
135330,20161110,13,PM2.5,203.0
135336,20161110,14,PCA,201.78485875470506
135336,20161110,14,PM2.5,211.0
135342,20161110,15,PCA,197.00651927700898
135342,20161110,15,PM2.5,205.0
135348,20161110,16,PCA,196.27049151794432
135348,20161110,16,PM2.5,200.0
135354,20161110,17,PCA,201.49780368029346
135354,20161110,17,PM2.5,205.0
135360,20161110,18,PCA,205.27064022920936
135360,20161110,18,PM2.5,209.0
135366,20161110,19,PCA,206.6914942256948
135366,20161110,19,PM2.5,213.0
135372,20161110,20,PCA,197.95260220835607
135372,20161110,20,PM2.5,200.0
135378,20161110,21,PCA,133.0999044401489
135378,20161110,21,PM2.5,110.0
135384,20161110,22,PCA,78.40348993146492
135384,20161110,22,PM2.5,42.0
135390,20161110,23,PCA,68.64888602759915
135390,20161110,23,PM2.5,37.0
135396,20161111,0,PCA,104.00113747795415
135396,20161111,0,PM2.5,95.0
135402,20161111,1,PCA,180.7090889953187
135402,20161111,1,PM2.5,209.0
135408,20161111,2,PCA,179.69720119654727
135408,20161111,2,PM2.5,211.0
135414,20161111,3,PCA,171.2686589601469
135414,20161111,3,PM2.5,199.0
135420,20161111,4,PCA,165.10615768257324
135420,20161111,4,PM2.5,189.0
135426,20161111,5,PCA,143.71108961091798
135426,20161111,5,PM2.5,159.0
135432,20161111,6,PCA,136.87778933842196
135432,20161111,6,PM2.5,148.0
135690,20161113,1,PCA,-12.638948800038273
135690,20161113,1,PM2.5,49.0
135696,20161113,2,PCA,-24.709082537845873
135696,20161113,2,PM2.5,40.0
135702,20161113,3,PCA,-25.13405477295342
135702,20161113,3,PM2.5,43.0
135708,20161113,4,PCA,-20.291879031211828
135708,20161113,4,PM2.5,51.0
135714,20161113,5,PCA,-23.928095734440355
135714,20161113,5,PM2.5,46.0
135720,20161113,6,PCA,-18.919685866327686
135720,20161113,6,PM2.5,53.0
135726,20161113,7,PCA,-20.762455880715613
135726,20161113,7,PM2.5,55.0
135732,20161113,8,PCA,-18.706236242173933
135732,20161113,8,PM2.5,58.0
135738,20161113,9,PCA,-11.644557576120196
135738,20161113,9,PM2.5,67.0
135744,20161113,10,PCA,-1.6303273470407829
135744,20161113,10,PM2.5,79.0
135750,20161113,11,PCA,4.113751508117394
135750,20161113,11,PM2.5,83.0
135756,20161113,12,PCA,13.182988981111494
135756,20161113,12,PM2.5,93.0
135762,20161113,13,PCA,21.66648590495509
135762,20161113,13,PM2.5,101.0
135768,20161113,14,PCA,37.84583775994015
135768,20161113,14,PM2.5,118.0
135774,20161113,15,PCA,51.87223476229967
135774,20161113,15,PM2.5,131.0
135780,20161113,16,PCA,58.1971002679806
135780,20161113,16,PM2.5,137.0
135786,20161113,17,PCA,72.75407237883843
135786,20161113,17,PM2.5,152.0
135792,20161113,18,PCA,71.85871907811392
135792,20161113,18,PM2.5,147.0
135798,20161113,19,PCA,77.34065663633096
135798,20161113,19,PM2.5,151.0
135804,20161113,20,PCA,80.55820932274897
135804,20161113,20,PM2.5,153.0
135810,20161113,21,PCA,92.30838647467101
135810,20161113,21,PM2.5,166.0
135816,20161113,22,PCA,105.900249640617
135816,20161113,22,PM2.5,180.0
135822,20161113,23,PCA,115.96624212214402
135822,20161113,23,PM2.5,190.0
135828,20161114,0,PCA,123.40176242361764
135828,20161114,0,PM2.5,194.0
135834,20161114,1,PCA,116.0138183465143
135834,20161114,1,PM2.5,179.0
135840,20161114,2,PCA,99.3742566874423
135840,20161114,2,PM2.5,151.0
135846,20161114,3,PCA,93.77684692984576
135846,20161114,3,PM2.5,136.0
135852,20161114,4,PCA,98.03153502125987
135852,20161114,4,PM2.5,140.0
135858,20161114,5,PCA,96.97232634810119
135858,20161114,5,PM2.5,134.0
135864,20161114,6,PCA,24.39890006436886
135864,20161114,6,PM2.5,45.0
135870,20161114,7,PCA,4.064055199462947
135870,20161114,7,PM2.5,19.0
135876,20161114,8,PCA,-1.3400739565282889
135876,20161114,8,PM2.5,16.0
135882,20161114,9,PCA,-0.5111747067457227
135882,20161114,9,PM2.5,15.0
135888,20161114,10,PCA,-7.9702287477056695
135888,20161114,10,PM2.5,10.0
135894,20161114,11,PCA,-17.843898310877734
135894,20161114,11,PM2.5,4.0
135900,20161114,12,PCA,-20.408923343499108
135900,20161114,12,PM2.5,7.0
135906,20161114,13,PCA,-22.00753474032577
135906,20161114,13,PM2.5,12.0
135912,20161114,14,PCA,-23.75772810063949
135912,20161114,14,PM2.5,13.0
135918,20161114,15,PCA,-29.450676356110026
135918,20161114,15,PM2.5,11.0
135924,20161114,16,PCA,-32.591894253871345
135924,20161114,16,PM2.5,12.0
135930,20161114,17,PCA,-36.66780627704757
135930,20161114,17,PM2.5,11.0
135936,20161114,18,PCA,-39.597477300722986
135936,20161114,18,PM2.5,10.0
135942,20161114,19,PCA,-37.49994530078267
135942,20161114,19,PM2.5,12.0
135948,20161114,20,PCA,-34.98578273972552
135948,20161114,20,PM2.5,15.0
135954,20161114,21,PCA,-39.70735903562838
135954,20161114,21,PM2.5,15.0
135960,20161114,22,PCA,-35.58551636756544
135960,20161114,22,PM2.5,27.0
135966,20161114,23,PCA,-47.784028585029056
135966,20161114,23,PM2.5,23.0
135972,20161115,0,PCA,-63.47020493487159
135972,20161115,0,PM2.5,12.0
135978,20161115,1,PCA,-74.48211852395703
135978,20161115,1,PM2.5,8.0
135984,20161115,2,PCA,-74.31228359841774
135984,20161115,2,PM2.5,12.0
135990,20161115,3,PCA,-77.95760728475192
135990,20161115,3,PM2.5,11.0
135996,20161115,4,PCA,-69.11747087222487
135996,20161115,4,PM2.5,25.0
136002,20161115,5,PCA,-73.22530322167998
136002,20161115,5,PM2.5,20.0
136008,20161115,6,PCA,-73.6945401139696
136008,20161115,6,PM2.5,18.0
136014,20161115,7,PCA,-70.25548933895458
136014,20161115,7,PM2.5,21.0
136020,20161115,8,PCA,-72.26139205886733
136020,20161115,8,PM2.5,20.0
136026,20161115,9,PCA,-74.40247465013329
136026,20161115,9,PM2.5,20.0
136032,20161115,10,PCA,-68.70794513389285
136032,20161115,10,PM2.5,27.0
136038,20161115,11,PCA,-67.21259845231181
136038,20161115,11,PM2.5,29.0
136044,20161115,12,PCA,-68.71713758895933
136044,20161115,12,PM2.5,32.0
136050,20161115,13,PCA,-73.64661151457025
136050,20161115,13,PM2.5,27.0
136056,20161115,14,PCA,-65.24956416370533
136056,20161115,14,PM2.5,37.0
136062,20161115,15,PCA,-52.25982071877764
136062,20161115,15,PM2.5,50.0
136068,20161115,16,PCA,-53.0861732563001
136068,20161115,16,PM2.5,47.0
136074,20161115,17,PCA,-41.449222751988835
136074,20161115,17,PM2.5,55.0
136080,20161115,18,PCA,-35.45482247104673
136080,20161115,18,PM2.5,59.0
136086,20161115,19,PCA,-30.495178811139876
136086,20161115,19,PM2.5,62.0
136092,20161115,20,PCA,-22.959039034863437
136092,20161115,20,PM2.5,70.0
136098,20161115,21,PCA,-15.01461725651552
136098,20161115,21,PM2.5,80.0
136104,20161115,22,PCA,-11.116244893890753
136104,20161115,22,PM2.5,85.0
136110,20161115,23,PCA,4.640657925634945
136110,20161115,23,PM2.5,101.0
136116,20161116,0,PCA,23.122048548895776
136116,20161116,0,PM2.5,124.0
136122,20161116,1,PCA,23.74088127053595
136122,20161116,1,PM2.5,122.0
136128,20161116,2,PCA,23.14443313034268
136128,20161116,2,PM2.5,119.0
136134,20161116,3,PCA,24.887983800105278
136134,20161116,3,PM2.5,116.0
136140,20161116,4,PCA,8.860472426892986
136140,20161116,4,PM2.5,91.0
136146,20161116,5,PCA,-0.7811055437349897
136146,20161116,5,PM2.5,75.0
136152,20161116,6,PCA,-3.9940060988835753
136152,20161116,6,PM2.5,67.0
136158,20161116,7,PCA,-2.4124583237735857
136158,20161116,7,PM2.5,67.0
136164,20161116,8,PCA,2.807323575047224
136164,20161116,8,PM2.5,71.0
136170,20161116,9,PCA,7.703625960718238
136170,20161116,9,PM2.5,75.0
136176,20161116,10,PCA,11.582366696196523
136176,20161116,10,PM2.5,78.0
136182,20161116,11,PCA,10.133817347959827
136182,20161116,11,PM2.5,74.0
136188,20161116,12,PCA,22.895131382017365
136188,20161116,12,PM2.5,88.0
136206,20161116,15,PCA,34.72973934356975
136206,20161116,15,PM2.5,100.0
136212,20161116,16,PCA,37.46205869398088
136212,20161116,16,PM2.5,99.0
136218,20161116,17,PCA,40.416078328387094
136218,20161116,17,PM2.5,97.0
136224,20161116,18,PCA,66.23228956255275
136224,20161116,18,PM2.5,126.0
136230,20161116,19,PCA,84.7304834255349
136230,20161116,19,PM2.5,147.0
136236,20161116,20,PCA,100.55388761755972
136236,20161116,20,PM2.5,163.0
136242,20161116,21,PCA,106.73711396913401
136242,20161116,21,PM2.5,166.0
136248,20161116,22,PCA,107.96804367582133
136248,20161116,22,PM2.5,164.0
136254,20161116,23,PCA,112.3786748930168
136254,20161116,23,PM2.5,168.0
136260,20161117,0,PCA,108.03728513571207
136260,20161117,0,PM2.5,161.0
136266,20161117,1,PCA,111.77677038698559
136266,20161117,1,PM2.5,165.0
136272,20161117,2,PCA,113.93000318899716
136272,20161117,2,PM2.5,167.0
136278,20161117,3,PCA,116.40315410562744
136278,20161117,3,PM2.5,171.0
136284,20161117,4,PCA,106.9612185636737
136284,20161117,4,PM2.5,156.0
136290,20161117,5,PCA,75.48351971347091
136290,20161117,5,PM2.5,113.0
136296,20161117,6,PCA,58.92969396343894
136296,20161117,6,PM2.5,89.0
136302,20161117,7,PCA,44.38234301998338
136302,20161117,7,PM2.5,69.0
136308,20161117,8,PCA,40.74410889627256
136308,20161117,8,PM2.5,65.0
136314,20161117,9,PCA,35.67530859452464
136314,20161117,9,PM2.5,60.0
136320,20161117,10,PCA,32.18567731394978
136320,20161117,10,PM2.5,57.0
136326,20161117,11,PCA,37.031512200746185
136326,20161117,11,PM2.5,64.0
136332,20161117,12,PCA,39.07458774462134
136332,20161117,12,PM2.5,68.0
136338,20161117,13,PCA,40.98018711954479
136338,20161117,13,PM2.5,71.0
136344,20161117,14,PCA,44.93952200246846
136344,20161117,14,PM2.5,77.0
136350,20161117,15,PCA,49.22316444205573
136350,20161117,15,PM2.5,83.0
136356,20161117,16,PCA,51.600846173264905
136356,20161117,16,PM2.5,87.0
136362,20161117,17,PCA,49.54628262175086
136362,20161117,17,PM2.5,84.0
136368,20161117,18,PCA,52.024839784612965
136368,20161117,18,PM2.5,89.0
136374,20161117,19,PCA,56.81856544796225
136374,20161117,19,PM2.5,99.0
136380,20161117,20,PCA,68.41465958196515
136380,20161117,20,PM2.5,117.0
136386,20161117,21,PCA,78.94937704208144
136386,20161117,21,PM2.5,135.0
136392,20161117,22,PCA,70.68137800405997
136392,20161117,22,PM2.5,124.0
136398,20161117,23,PCA,66.3604121602646
136398,20161117,23,PM2.5,120.0
136404,20161118,0,PCA,62.03742889598692
136404,20161118,0,PM2.5,117.0
136410,20161118,1,PCA,67.73079865787545
136410,20161118,1,PM2.5,127.0
136416,20161118,2,PCA,94.57681965218342
136416,20161118,2,PM2.5,164.0
136422,20161118,3,PCA,97.47915967318461
136422,20161118,3,PM2.5,167.0
136428,20161118,4,PCA,102.95918518752389
136428,20161118,4,PM2.5,174.0
136434,20161118,5,PCA,103.82175420862444
136434,20161118,5,PM2.5,172.0
136440,20161118,6,PCA,111.78131550958533
136440,20161118,6,PM2.5,179.0
136446,20161118,7,PCA,110.41377447597058
136446,20161118,7,PM2.5,171.0
136452,20161118,8,PCA,106.98965247035953
136452,20161118,8,PM2.5,161.0
136458,20161118,9,PCA,115.01337545898933
136458,20161118,9,PM2.5,166.0
136464,20161118,10,PCA,124.29553567311468
136464,20161118,10,PM2.5,171.0
136470,20161118,11,PCA,133.52701763515645
136470,20161118,11,PM2.5,175.0
